,0,1,2,3,4
459,DASB,MICEXINDEXCF,2017-07-07,0.1538,1.1019
460,DASB,PHOR,2017-07-07,0.0178,0.0829
461,DASB,RTSCH,2017-07-07,0.0555,0.3774
462,DASB,RTSEU,2017-07-07,0.1836,0.8542
463,DASB,RTSI,2017-07-07,0.1523,0.9131
464,DASB,RTSMM,2017-07-07,0.0696,0.3743
465,DASB,RTSSTD,2017-07-07,0.1548,1.0215
466,DASB,RTSTN,2017-07-07,0.2354,0.6797
467,DASB,SBER,2017-07-07,0.3467,1.1941
468,DGBZ,GAZP,2017-07-07,0.1886,0.3295
469,DGBZ,GMKN,2017-07-07,0.2233,0.2743
470,DGBZ,IDVP,2017-07-07,-0.0618,-0.0701
471,DGBZ,LKOH,2017-07-07,0.3076,0.3693
472,DGBZ,MICEXINDEXCF,2017-07-07,0.2592,0.5933
473,DGBZ,PHOR,2017-07-07,0.0117,0.0174
474,DGBZ,RTSCH,2017-07-07,0.0356,0.0774
475,DGBZ,RTSEU,2017-07-07,0.245,0.3641
476,DGBZ,RTSI,2017-07-07,0.2583,0.4947
477,DGBZ,RTSMM,2017-07-07,-0.0745,-0.128
478,DGBZ,RTSSTD,2017-07-07,0.2986,0.6294
479,DGBZ,RTSTN,2017-07-07,0.1505,0.1389
480,DGBZ,SBER,2017-07-07,0.1505,0.1656
481,DIOD,GAZP,2017-07-07,0.1098,0.2512
482,DIOD,GMKN,2017-07-07,0.1954,0.3145
483,DIOD,IDVP,2017-07-07,0.1014,0.1506
484,DIOD,LKOH,2017-07-07,0.3337,0.5249
485,DIOD,MICEXINDEXCF,2017-07-07,0.3876,1.1625
486,DIOD,PHOR,2017-07-07,-0.1291,-0.2519
487,DIOD,RTSCH,2017-07-07,-0.0411,-0.117
488,DIOD,RTSEU,2017-07-07,0.0954,0.1858
489,DIOD,RTSI,2017-07-07,0.2552,0.6403
490,DIOD,RTSMM,2017-07-07,0.1829,0.4118
491,DIOD,RTSSTD,2017-07-07,0.3832,1.0586
492,DIOD,RTSTN,2017-07-07,-0.0028,-0.0034
493,DIOD,SBER,2017-07-07,0.2673,0.3854
494,DIXY,GAZP,2017-07-07,0.102,0.1769
495,DIXY,GMKN,2017-07-07,-0.0351,-0.0429
496,DIXY,IDVP,2017-07-07,0.0611,0.0688
497,DIXY,LKOH,2017-07-07,0.0962,0.1147
498,DIXY,MICEXINDEXCF,2017-07-07,0.0959,0.2181
499,DIXY,PHOR,2017-07-07,0.1181,0.1747
500,DIXY,RTSCH,2017-07-07,0.422,0.9106
501,DIXY,RTSEU,2017-07-07,0.2857,0.4216
502,DIXY,RTSI,2017-07-07,0.2662,0.5063
503,DIXY,RTSMM,2017-07-07,0.4019,0.6858
504,DIXY,RTSSTD,2017-07-07,0.0529,0.1108
505,DIXY,RTSTN,2017-07-07,0.0863,0.0791
506,DIXY,SBER,2017-07-07,0.0527,0.0576
507,DSKY,GAZP,2017-07-07,-0.1562,-0.2999
508,DSKY,GMKN,2017-07-07,0.0825,0.1114
509,DSKY,IDVP,2017-07-07,0.136,0.1695
510,DSKY,LKOH,2017-07-07,-0.0066,-0.0087
511,DSKY,MICEXINDEXCF,2017-07-07,-0.1119,-0.2815
512,DSKY,PHOR,2017-07-07,-0.1567,-0.2565
513,DSKY,RTSCH,2017-07-07,-0.24,-0.5732
514,DSKY,RTSEU,2017-07-07,0.157,0.2565
515,DSKY,RTSI,2017-07-07,-0.0336,-0.0708
516,DSKY,RTSMM,2017-07-07,-0.3525,-0.6655
517,DSKY,RTSSTD,2017-07-07,-0.0956,-0.2214
518,DSKY,RTSTN,2017-07-07,0.1901,0.1927
519,DSKY,SBER,2017-07-07,-0.0512,-0.062
520,DVEC,GAZP,2017-07-07,0.392,0.7645
521,DVEC,GMKN,2017-07-07,0.0259,0.0356
522,DVEC,IDVP,2017-07-07,-0.0473,-0.0599
523,DVEC,LKOH,2017-07-07,0.1902,0.2549
524,DVEC,MICEXINDEXCF,2017-07-07,0.2418,0.6179
525,DVEC,PHOR,2017-07-07,0.2556,0.4252
526,DVEC,RTSCH,2017-07-07,0.2346,0.5691
527,DVEC,RTSEU,2017-07-07,0.3329,0.5525
528,DVEC,RTSI,2017-07-07,0.247,0.5282
529,DVEC,RTSMM,2017-07-07,0.0126,0.0242
530,DVEC,RTSSTD,2017-07-07,0.2272,0.5347
531,DVEC,RTSTN,2017-07-07,0.074,0.0763
532,DVEC,SBER,2017-07-07,0.1125,0.1381
533,DZRD,GAZP,2017-07-07,0.0988,0.1327
534,DZRD,GMKN,2017-07-07,0.0853,0.0805
535,DZRD,IDVP,2017-07-07,0.0293,0.0255
536,DZRD,LKOH,2017-07-07,0.1907,0.1761
537,DZRD,MICEXINDEXCF,2017-07-07,0.2419,0.4258
538,DZRD,PHOR,2017-07-07,-0.4079,-0.4673
539,DZRD,RTSCH,2017-07-07,0.2683,0.4485
540,DZRD,RTSEU,2017-07-07,0.2288,0.2615
541,DZRD,RTSI,2017-07-07,0.4312,0.6351
542,DZRD,RTSMM,2017-07-07,0.6034,0.7972
543,DZRD,RTSSTD,2017-07-07,0.2493,0.4042
544,DZRD,RTSTN,2017-07-07,0.113,0.0802
545,DZRD,SBER,2017-07-07,0.2657,0.2248
546,DZRDP,GAZP,2017-07-07,-0.2586,-0.8055
547,DZRDP,GMKN,2017-07-07,-0.279,-0.6113
548,DZRDP,IDVP,2017-07-07,-0.0165,-0.0334
549,DZRDP,LKOH,2017-07-07,-0.2204,-0.4718
550,DZRDP,MICEXINDEXCF,2017-07-07,-0.3031,-1.2375
551,DZRDP,PHOR,2017-07-07,-0.1065,-0.283
552,DZRDP,RTSCH,2017-07-07,-0.0092,-0.0357
553,DZRDP,RTSEU,2017-07-07,-0.1306,-0.3462
554,DZRDP,RTSI,2017-07-07,-0.225,-0.7685
555,DZRDP,RTSMM,2017-07-07,0.1905,0.5837
556,DZRDP,RTSSTD,2017-07-07,-0.3219,-1.2104
557,DZRDP,RTSTN,2017-07-07,-0.318,-0.5233
558,DZRDP,SBER,2017-07-07,-0.2873,-0.5638
559,ELTZ,GAZP,2017-07-07,-0.1789,-0.4279
560,ELTZ,GMKN,2017-07-07,-0.336,-0.5651
561,ELTZ,IDVP,2017-07-07,-0.2303,-0.3575
562,ELTZ,LKOH,2017-07-07,-0.1845,-0.3033
563,ELTZ,MICEXINDEXCF,2017-07-07,-0.1482,-0.4646
564,ELTZ,PHOR,2017-07-07,0.1086,0.2215
565,ELTZ,RTSCH,2017-07-07,0.1397,0.4158
566,ELTZ,RTSEU,2017-07-07,0.0815,0.166
567,ELTZ,RTSI,2017-07-07,-0.0293,-0.0768
568,ELTZ,RTSMM,2017-07-07,0.1566,0.3684
569,ELTZ,RTSSTD,2017-07-07,-0.1827,-0.5276
570,ELTZ,RTSTN,2017-07-07,-0.0358,-0.0452
571,ELTZ,SBER,2017-07-07,-0.1313,-0.1979
572,ENRU,GAZP,2017-07-07,-0.1405,-0.2264
573,ENRU,GMKN,2017-07-07,-0.3282,-0.3721
574,ENRU,IDVP,2017-07-07,-0.2079,-0.2175
575,ENRU,LKOH,2017-07-07,-0.4012,-0.4445
576,ENRU,MICEXINDEXCF,2017-07-07,-0.4219,-0.8912
577,ENRU,PHOR,2017-07-07,0.1176,0.1617
578,ENRU,RTSCH,2017-07-07,-0.219,-0.4392
579,ENRU,RTSEU,2017-07-07,0.0932,0.1278
580,ENRU,RTSI,2017-07-07,-0.3489,-0.6167
581,ENRU,RTSMM,2017-07-07,-0.2117,-0.3356
582,ENRU,RTSSTD,2017-07-07,-0.4396,-0.8554
583,ENRU,RTSTN,2017-07-07,0.0199,0.017
584,ENRU,SBER,2017-07-07,-0.2309,-0.2345
585,EPLN,GAZP,2017-07-07,-0.2315,-0.2123
586,EPLN,GMKN,2017-07-07,-0.2819,-0.1817
587,EPLN,IDVP,2017-07-07,0.0401,0.0238
588,EPLN,LKOH,2017-07-07,0.0754,0.0475
589,EPLN,MICEXINDEXCF,2017-07-07,-0.1136,-0.1365
590,EPLN,PHOR,2017-07-07,-0.1228,-0.0961
591,EPLN,RTSCH,2017-07-07,-0.3532,-0.4029
592,EPLN,RTSEU,2017-07-07,-0.0959,-0.0748
593,EPLN,RTSI,2017-07-07,-0.1745,-0.1754
594,EPLN,RTSMM,2017-07-07,-0.2111,-0.1903
595,EPLN,RTSSTD,2017-07-07,-0.1231,-0.1362
596,EPLN,RTSTN,2017-07-07,0.1247,0.0604
597,EPLN,SBER,2017-07-07,-0.1805,-0.1042
598,FEES,GAZP,2017-07-07,0.4212,0.7489
599,FEES,GMKN,2017-07-07,-0.0188,-0.0235
600,FEES,IDVP,2017-07-07,0.0459,0.053
601,FEES,LKOH,2017-07-07,0.2628,0.3212
602,FEES,MICEXINDEXCF,2017-07-07,0.4417,1.0293
603,FEES,PHOR,2017-07-07,0.055,0.0834
604,FEES,RTSCH,2017-07-07,0.3023,0.6687
605,FEES,RTSEU,2017-07-07,0.5642,0.8537
606,FEES,RTSI,2017-07-07,0.3747,0.7306
607,FEES,RTSMM,2017-07-07,0.2051,0.3587
608,FEES,RTSSTD,2017-07-07,0.3994,0.8572
609,FEES,RTSTN,2017-07-07,0.2045,0.1921
610,FEES,SBER,2017-07-07,0.3375,0.378
611,FESH,GAZP,2017-07-07,0.0519,0.3253
612,FESH,GMKN,2017-07-07,0.0005,0.0023
613,FESH,IDVP,2017-07-07,0.185,0.7521
614,FESH,LKOH,2017-07-07,-0.1658,-0.7139
615,FESH,MICEXINDEXCF,2017-07-07,-0.1604,-1.3162
616,FESH,PHOR,2017-07-07,0.1661,0.8874
617,FESH,RTSCH,2017-07-07,0.1697,1.3225
618,FESH,RTSEU,2017-07-07,-0.0407,-0.2167
619,FESH,RTSI,2017-07-07,0.0112,0.0766
620,FESH,RTSMM,2017-07-07,0.0418,0.2576
621,FESH,RTSSTD,2017-07-07,-0.1609,-1.2163
622,FESH,RTSTN,2017-07-07,-0.0558,-0.1847
623,FESH,SBER,2017-07-07,-0.0948,-0.3739
624,FTRE,GAZP,2017-07-07,0.0167,0.009
625,FTRE,GMKN,2017-07-07,0.0216,0.0082
626,FTRE,IDVP,2017-07-07,-0.54,-0.1892
627,FTRE,LKOH,2017-07-07,-0.1391,-0.0516
628,FTRE,MICEXINDEXCF,2017-07-07,-0.0423,-0.0299
629,FTRE,PHOR,2017-07-07,0.2037,0.0938
630,FTRE,RTSCH,2017-07-07,0.1503,0.101
631,FTRE,RTSEU,2017-07-07,0.1133,0.052
632,FTRE,RTSI,2017-07-07,0.0447,0.0265
633,FTRE,RTSMM,2017-07-07,0.0402,0.0214
634,FTRE,RTSSTD,2017-07-07,-0.0528,-0.0344
635,FTRE,RTSTN,2017-07-07,0.2363,0.0674
636,FTRE,SBER,2017-07-07,-0.0845,-0.0287
637,FXAU,GAZP,2017-07-07,-0.0347,-0.0335
638,FXAU,GMKN,2017-07-07,0.1671,0.1133
639,FXAU,IDVP,2017-07-07,0.3811,0.2385
640,FXAU,LKOH,2017-07-07,0.2635,0.1746
641,FXAU,MICEXINDEXCF,2017-07-07,0.185,0.2337
642,FXAU,PHOR,2017-07-07,-0.0456,-0.0375
643,FXAU,RTSCH,2017-07-07,-0.1998,-0.2396
644,FXAU,RTSEU,2017-07-07,-0.3183,-0.2611
645,FXAU,RTSI,2017-07-07,-0.1666,-0.1761
646,FXAU,RTSMM,2017-07-07,-0.2552,-0.242
647,FXAU,RTSSTD,2017-07-07,0.1865,0.217
648,FXAU,RTSTN,2017-07-07,-0.2752,-0.1402
649,FXAU,SBER,2017-07-07,0.0403,0.0244
650,FXCN,GAZP,2017-07-07,0.0601,0.0919
651,FXCN,GMKN,2017-07-07,0.318,0.3421
652,FXCN,IDVP,2017-07-07,0.0799,0.0794
653,FXCN,LKOH,2017-07-07,0.2554,0.2685
654,FXCN,MICEXINDEXCF,2017-07-07,0.2978,0.597
655,FXCN,PHOR,2017-07-07,0.0066,0.0086
656,FXCN,RTSCH,2017-07-07,-0.2075,-0.3949
657,FXCN,RTSEU,2017-07-07,-0.3514,-0.4574
658,FXCN,RTSI,2017-07-07,-0.0378,-0.0633
659,FXCN,RTSMM,2017-07-07,-0.072,-0.1084
660,FXCN,RTSSTD,2017-07-07,0.3018,0.5571
661,FXCN,RTSTN,2017-07-07,0.067,0.0541
662,FXCN,SBER,2017-07-07,0.1738,0.1675
663,FXDE,GAZP,2017-07-07,0.1189,0.0993
664,FXDE,GMKN,2017-07-07,0.2108,0.1238
665,FXDE,IDVP,2017-07-07,0.3437,0.1864
666,FXDE,LKOH,2017-07-07,0.2139,0.1228
667,FXDE,MICEXINDEXCF,2017-07-07,0.2908,0.3184
668,FXDE,PHOR,2017-07-07,0.0248,0.0177
669,FXDE,RTSCH,2017-07-07,-0.3846,-0.3998
670,FXDE,RTSEU,2017-07-07,-0.4234,-0.301
671,FXDE,RTSI,2017-07-07,-0.1504,-0.1378
672,FXDE,RTSMM,2017-07-07,-0.151,-0.1241
673,FXDE,RTSSTD,2017-07-07,0.2847,0.2871
674,FXDE,RTSTN,2017-07-07,-0.1525,-0.0673
675,FXDE,SBER,2017-07-07,0.2375,0.125
676,FXGD,GAZP,2017-07-07,0.0572,0.0562
677,FXGD,GMKN,2017-07-07,0.0511,0.0353
678,FXGD,IDVP,2017-07-07,0.1846,0.1177
679,FXGD,LKOH,2017-07-07,-0.0053,-0.0036
680,FXGD,MICEXINDEXCF,2017-07-07,0.1333,0.1717
681,FXGD,PHOR,2017-07-07,0.2583,0.2165
682,FXGD,RTSCH,2017-07-07,-0.0541,-0.0662
683,FXGD,RTSEU,2017-07-07,-0.2494,-0.2085
684,FXGD,RTSI,2017-07-07,-0.1918,-0.2067
685,FXGD,RTSMM,2017-07-07,0.0346,0.0334
686,FXGD,RTSSTD,2017-07-07,0.0847,0.1004
687,FXGD,RTSTN,2017-07-07,-0.1423,-0.0739
688,FXGD,SBER,2017-07-07,0.1264,0.0783
689,FXIT,GAZP,2017-07-07,0.2391,0.25
690,FXIT,GMKN,2017-07-07,0.2292,0.1685
691,FXIT,IDVP,2017-07-07,0.1537,0.1043
692,FXIT,LKOH,2017-07-07,0.0427,0.0307
693,FXIT,MICEXINDEXCF,2017-07-07,0.3004,0.4116
694,FXIT,PHOR,2017-07-07,0.4549,0.4056
695,FXIT,RTSCH,2017-07-07,-0.1826,-0.2375
696,FXIT,RTSEU,2017-07-07,-0.5489,-0.4882
697,FXIT,RTSI,2017-07-07,-0.1978,-0.2267
698,FXIT,RTSMM,2017-07-07,-0.1279,-0.1315
699,FXIT,RTSSTD,2017-07-07,0.2704,0.3411
700,FXIT,RTSTN,2017-07-07,-0.0444,-0.0245
701,FXIT,SBER,2017-07-07,0.2787,0.1835
702,FXJP,GAZP,2017-07-07,0.0293,0.0293
703,FXJP,GMKN,2017-07-07,0.0578,0.0407
704,FXJP,IDVP,2017-07-07,0.3651,0.2375
705,FXJP,LKOH,2017-07-07,0.2094,0.1442
706,FXJP,MICEXINDEXCF,2017-07-07,0.1697,0.2229
707,FXJP,PHOR,2017-07-07,0.2876,0.2459
708,FXJP,RTSCH,2017-07-07,-0.4216,-0.5256
709,FXJP,RTSEU,2017-07-07,-0.5035,-0.4293
710,FXJP,RTSI,2017-07-07,-0.3876,-0.4259
711,FXJP,RTSMM,2017-07-07,-0.4217,-0.4157
712,FXJP,RTSSTD,2017-07-07,0.1545,0.1868
713,FXJP,RTSTN,2017-07-07,-0.2283,-0.1208
714,FXJP,SBER,2017-07-07,0.0984,0.0621
715,FXMM,GAZP,2017-07-07,-0.1101,-0.0026
716,FXMM,GMKN,2017-07-07,0.16,0.0027
717,FXMM,IDVP,2017-07-07,0.3009,0.0046
718,FXMM,LKOH,2017-07-07,-0.0995,-0.0016
719,FXMM,MICEXINDEXCF,2017-07-07,-0.0546,-0.0017
720,FXMM,PHOR,2017-07-07,-0.1521,-0.0031
721,FXMM,RTSCH,2017-07-07,0.2113,0.0062
722,FXMM,RTSEU,2017-07-07,0.2804,0.0057
723,FXMM,RTSI,2017-07-07,0.0438,0.0011
724,FXMM,RTSMM,2017-07-07,0.0436,0.001
725,FXMM,RTSSTD,2017-07-07,-0.0549,-0.0016
726,FXMM,RTSTN,2017-07-07,-0.4,-0.005
727,FXMM,SBER,2017-07-07,0.049,0.0007
728,FXRB,GAZP,2017-07-07,0.0634,0.018
729,FXRB,GMKN,2017-07-07,0.0002,0.0
730,FXRB,IDVP,2017-07-07,0.2781,0.0511
731,FXRB,LKOH,2017-07-07,0.1662,0.0324
732,FXRB,MICEXINDEXCF,2017-07-07,0.0886,0.0329
733,FXRB,PHOR,2017-07-07,-0.4725,-0.1141
734,FXRB,RTSCH,2017-07-07,-0.1907,-0.0672
735,FXRB,RTSEU,2017-07-07,0.1345,0.0324
736,FXRB,RTSI,2017-07-07,0.1556,0.0483
737,FXRB,RTSMM,2017-07-07,0.1302,0.0363
738,FXRB,RTSSTD,2017-07-07,0.1031,0.0352
739,FXRB,RTSTN,2017-07-07,-0.0854,-0.0128
740,FXRB,SBER,2017-07-07,0.0883,0.0157
741,FXRL,GAZP,2017-07-07,0.7639,0.6071
742,FXRL,GMKN,2017-07-07,0.3675,0.2054
743,FXRL,IDVP,2017-07-07,0.0761,0.0392
744,FXRL,LKOH,2017-07-07,0.7009,0.3828
745,FXRL,MICEXINDEXCF,2017-07-07,0.9384,0.9773
746,FXRL,PHOR,2017-07-07,0.333,0.2258
747,FXRL,RTSCH,2017-07-07,0.3818,0.3775
748,FXRL,RTSEU,2017-07-07,0.1278,0.0864
749,FXRL,RTSI,2017-07-07,0.6699,0.5838
750,FXRL,RTSMM,2017-07-07,0.357,0.2791
751,FXRL,RTSSTD,2017-07-07,0.9364,0.8982
752,FXRL,RTSTN,2017-07-07,0.2232,0.0937
753,FXRL,SBER,2017-07-07,0.7031,0.352
754,FXRU,GAZP,2017-07-07,0.1171,0.08
755,FXRU,GMKN,2017-07-07,0.0425,0.0204
756,FXRU,IDVP,2017-07-07,0.0596,0.0264
757,FXRU,LKOH,2017-07-07,-0.0226,-0.0106
758,FXRU,MICEXINDEXCF,2017-07-07,0.0675,0.0604
759,FXRU,PHOR,2017-07-07,0.4151,0.2418
760,FXRU,RTSCH,2017-07-07,-0.4356,-0.3701
761,FXRU,RTSEU,2017-07-07,-0.5896,-0.3426
762,FXRU,RTSI,2017-07-07,-0.5484,-0.4107
763,FXRU,RTSMM,2017-07-07,-0.3754,-0.2522
764,FXRU,RTSSTD,2017-07-07,0.0468,0.0385
765,FXRU,RTSTN,2017-07-07,-0.4289,-0.1547
766,FXRU,SBER,2017-07-07,-0.151,-0.065
767,FXUK,GAZP,2017-07-07,0.1486,0.0944
768,FXUK,GMKN,2017-07-07,0.0018,0.0008
769,FXUK,IDVP,2017-07-07,0.1454,0.0599
770,FXUK,LKOH,2017-07-07,0.3157,0.1378
771,FXUK,MICEXINDEXCF,2017-07-07,0.3327,0.2769
772,FXUK,PHOR,2017-07-07,0.269,0.1457
773,FXUK,RTSCH,2017-07-07,-0.2291,-0.181
774,FXUK,RTSEU,2017-07-07,-0.425,-0.2296
775,FXUK,RTSI,2017-07-07,-0.1253,-0.0873
776,FXUK,RTSMM,2017-07-07,-0.1294,-0.0808
777,FXUK,RTSSTD,2017-07-07,0.3142,0.2409
778,FXUK,RTSTN,2017-07-07,-0.1706,-0.0572
779,FXUK,SBER,2017-07-07,0.2281,0.0913
780,FXUS,GAZP,2017-07-07,0.2808,0.1942
781,FXUS,GMKN,2017-07-07,0.1879,0.0914
782,FXUS,IDVP,2017-07-07,0.3346,0.1503
783,FXUS,LKOH,2017-07-07,0.2085,0.0992
784,FXUS,MICEXINDEXCF,2017-07-07,0.3509,0.3181
785,FXUS,PHOR,2017-07-07,0.4577,0.2701
786,FXUS,RTSCH,2017-07-07,-0.3549,-0.3055
787,FXUS,RTSEU,2017-07-07,-0.5883,-0.3463
788,FXUS,RTSI,2017-07-07,-0.2985,-0.2264
789,FXUS,RTSMM,2017-07-07,-0.3552,-0.2417
790,FXUS,RTSSTD,2017-07-07,0.3395,0.2835
791,FXUS,RTSTN,2017-07-07,-0.3311,-0.121
792,FXUS,SBER,2017-07-07,0.2046,0.0891
793,GAZA,GAZP,2017-07-07,-0.0107,-0.0257
794,GAZA,GMKN,2017-07-07,0.2306,0.3903
795,GAZA,IDVP,2017-07-07,-0.0072,-0.0112
796,GAZA,LKOH,2017-07-07,0.334,0.5524
797,GAZA,MICEXINDEXCF,2017-07-07,0.2516,0.7937
798,GAZA,PHOR,2017-07-07,0.1167,0.2396
799,GAZA,RTSCH,2017-07-07,0.5522,1.6534
800,GAZA,RTSEU,2017-07-07,0.2896,0.593
801,GAZA,RTSI,2017-07-07,0.2735,0.7218
802,GAZA,RTSMM,2017-07-07,0.2721,0.6442
803,GAZA,RTSSTD,2017-07-07,0.2308,0.6703
804,GAZA,RTSTN,2017-07-07,0.0012,0.0015
805,GAZA,SBER,2017-07-07,0.0309,0.0469
806,GAZAP,GAZP,2017-07-07,-0.0011,-0.0018
807,GAZAP,GMKN,2017-07-07,0.2109,0.2397
808,GAZAP,IDVP,2017-07-07,0.0542,0.0569
809,GAZAP,LKOH,2017-07-07,0.1644,0.1827
810,GAZAP,MICEXINDEXCF,2017-07-07,0.2447,0.5184
811,GAZAP,PHOR,2017-07-07,-0.107,-0.1475
812,GAZAP,RTSCH,2017-07-07,-0.1183,-0.2378
813,GAZAP,RTSEU,2017-07-07,-0.1177,-0.1619
814,GAZAP,RTSI,2017-07-07,0.043,0.0762
815,GAZAP,RTSMM,2017-07-07,0.1635,0.2599
816,GAZAP,RTSSTD,2017-07-07,0.2246,0.4381
817,GAZAP,RTSTN,2017-07-07,0.1866,0.1593
818,GAZAP,SBER,2017-07-07,0.0259,0.0264
819,GAZP,GAZP,2017-07-07,1.0,1.0
820,GAZP,GMKN,2017-07-07,0.0905,0.0637
821,GAZP,IDVP,2017-07-07,0.2473,0.1605
822,GAZP,LKOH,2017-07-07,0.4531,0.3115
823,GAZP,MICEXINDEXCF,2017-07-07,0.7843,1.0278
824,GAZP,PHOR,2017-07-07,0.389,0.3318
825,GAZP,RTSCH,2017-07-07,0.1827,0.2273
826,GAZP,RTSEU,2017-07-07,0.0885,0.0753
827,GAZP,RTSI,2017-07-07,0.5359,0.5877
828,GAZP,RTSMM,2017-07-07,0.3462,0.3406
829,GAZP,RTSSTD,2017-07-07,0.7718,0.9316
830,GAZP,RTSTN,2017-07-07,0.0776,0.041
831,GAZP,SBER,2017-07-07,0.6533,0.4115
832,GCHE,GAZP,2017-07-07,0.0635,0.1125
833,GCHE,GMKN,2017-07-07,-0.1768,-0.2204
834,GCHE,IDVP,2017-07-07,-0.1207,-0.1389
835,GCHE,LKOH,2017-07-07,0.3921,0.4776
836,GCHE,MICEXINDEXCF,2017-07-07,0.1102,0.256
837,GCHE,PHOR,2017-07-07,0.098,0.1482
838,GCHE,RTSCH,2017-07-07,-0.4006,-0.8832
839,GCHE,RTSEU,2017-07-07,-0.1947,-0.2935
840,GCHE,RTSI,2017-07-07,-0.1587,-0.3085
841,GCHE,RTSMM,2017-07-07,-0.4036,-0.7035
842,GCHE,RTSSTD,2017-07-07,0.1175,0.2513
843,GCHE,RTSTN,2017-07-07,0.0446,0.0418
844,GCHE,SBER,2017-07-07,-0.119,-0.1328
845,GMKN,GAZP,2017-07-07,0.0905,0.1287
846,GMKN,GMKN,2017-07-07,1.0,1.0
847,GMKN,IDVP,2017-07-07,0.0167,0.0154
848,GMKN,LKOH,2017-07-07,0.2268,0.2217
849,GMKN,MICEXINDEXCF,2017-07-07,0.3941,0.7345
850,GMKN,PHOR,2017-07-07,-0.1033,-0.1253
851,GMKN,RTSCH,2017-07-07,0.2405,0.4254
852,GMKN,RTSEU,2017-07-07,-0.1222,-0.1478
853,GMKN,RTSI,2017-07-07,0.2417,0.3769
854,GMKN,RTSMM,2017-07-07,0.2287,0.32
855,GMKN,RTSSTD,2017-07-07,0.4267,0.7323
856,GMKN,RTSTN,2017-07-07,0.0482,0.0362
857,GMKN,SBER,2017-07-07,0.2524,0.2261
858,GRNT,GAZP,2017-07-07,0.0369,0.1147
859,GRNT,GMKN,2017-07-07,0.0764,0.1671
860,GRNT,IDVP,2017-07-07,-0.043,-0.0867
861,GRNT,LKOH,2017-07-07,0.0025,0.0054
862,GRNT,MICEXINDEXCF,2017-07-07,0.0778,0.3171
863,GRNT,PHOR,2017-07-07,0.1295,0.3437
864,GRNT,RTSCH,2017-07-07,0.0381,0.1473
865,GRNT,RTSEU,2017-07-07,-0.1067,-0.2824
866,GRNT,RTSI,2017-07-07,-0.0319,-0.1089
867,GRNT,RTSMM,2017-07-07,0.2427,0.7425
868,GRNT,RTSSTD,2017-07-07,0.0396,0.1488
869,GRNT,RTSTN,2017-07-07,-0.0631,-0.1037
870,GRNT,SBER,2017-07-07,0.0378,0.0742
871,GTLC,GAZP,2017-07-07,0.235,1.6095
872,GTLC,GMKN,2017-07-07,0.1797,0.8653
873,GTLC,IDVP,2017-07-07,0.0237,0.1053
874,GTLC,LKOH,2017-07-07,-0.2841,-1.3375
875,GTLC,MICEXINDEXCF,2017-07-07,0.1171,1.0513
876,GTLC,PHOR,2017-07-07,0.1492,0.8716
877,GTLC,RTSCH,2017-07-07,-0.0169,-0.1443
878,GTLC,RTSEU,2017-07-07,-0.0896,-0.522
879,GTLC,RTSI,2017-07-07,-0.0417,-0.3133
880,GTLC,RTSMM,2017-07-07,0.0412,0.2778
881,GTLC,RTSSTD,2017-07-07,0.1063,0.8791
882,GTLC,RTSTN,2017-07-07,0.0294,0.1064
883,GTLC,SBER,2017-07-07,0.3188,1.3757
884,HALS,GAZP,2017-07-07,-0.1291,-0.3587
885,HALS,GMKN,2017-07-07,0.0941,0.1839
886,HALS,IDVP,2017-07-07,-0.1185,-0.2138
887,HALS,LKOH,2017-07-07,0.136,0.2598
888,HALS,MICEXINDEXCF,2017-07-07,-0.0958,-0.3487
889,HALS,PHOR,2017-07-07,-0.3433,-0.8137
890,HALS,RTSCH,2017-07-07,0.0929,0.321
891,HALS,RTSEU,2017-07-07,0.2285,0.5402
892,HALS,RTSI,2017-07-07,0.2475,0.7541
893,HALS,RTSMM,2017-07-07,0.0316,0.0864
894,HALS,RTSSTD,2017-07-07,-0.0872,-0.2924
895,HALS,RTSTN,2017-07-07,0.3545,0.5203
896,HALS,SBER,2017-07-07,-0.1038,-0.1817
897,HIMCP,GAZP,2017-07-07,0.0209,0.0418
898,HIMCP,GMKN,2017-07-07,0.2381,0.3346
899,HIMCP,IDVP,2017-07-07,-0.1115,-0.1446
900,HIMCP,LKOH,2017-07-07,-0.1427,-0.196
901,HIMCP,MICEXINDEXCF,2017-07-07,0.0446,0.1167
902,HIMCP,PHOR,2017-07-07,0.3728,0.6353
903,HIMCP,RTSCH,2017-07-07,0.3809,0.9468
904,HIMCP,RTSEU,2017-07-07,-0.0027,-0.0046
905,HIMCP,RTSI,2017-07-07,-0.0646,-0.1416
906,HIMCP,RTSMM,2017-07-07,0.2393,0.4703
907,HIMCP,RTSSTD,2017-07-07,-0.0093,-0.0225
908,HIMCP,RTSTN,2017-07-07,-0.0678,-0.0715
909,HIMCP,SBER,2017-07-07,-0.0705,-0.0887
910,HYDR,GAZP,2017-07-07,-0.0696,-0.1501
911,HYDR,GMKN,2017-07-07,-0.0509,-0.0771
912,HYDR,IDVP,2017-07-07,-0.0637,-0.0892
913,HYDR,LKOH,2017-07-07,0.2718,0.4028
914,HYDR,MICEXINDEXCF,2017-07-07,0.1,0.2825
915,HYDR,PHOR,2017-07-07,-0.1635,-0.3007
916,HYDR,RTSCH,2017-07-07,0.5125,1.3748
917,HYDR,RTSEU,2017-07-07,0.7185,1.318
